"ident","iata_code","name","municipality","iso_country","iso_region"
"LHER","","Eger Apolló Airfield","Eger","HU","HU-HE"
"LHFC","","Bodmér-Felcsút Airfield","Bodmér","HU","HU-FE"
"LHFH","","Farkashegy Airfield","Farkashegy","HU","HU-PE"
"LHFM","","Fertőszentmiklós Airfield","Fertőszentmiklós","HU","HU-GS"
"LHFP","","Piuszpuszta Airfield","Fertőrákos","HU","HU-GS"
"LHGD","","Gödöllő Airfield","Gödöllő","HU","HU-PE"
"LHGR","","Gyúró Airfield","Gyúró","HU","HU-FE"
"LHGY","","Gyöngyös Pipishegy Airfield","Gyöngyös","HU","HU-HE"
"LHHH","","Hármashatárhegy Glider Field","Budapest","HU","HU-BU"
"LHHO","","Hajdúszoboszló Airfield","Hajdúszoboszló","HU","HU-HB"
"LHJK","","Jakabszállás Airfield","Jakabszállás","HU","HU-BK"
"LHKD","","Kecskéd Airfield","Kecskéd","HU","HU-KE"
"LHKE","","Kecskemét Air Base","Kecskemét","HU","HU-BK"
"LHKH","","Kiskunfélegyháza Airfield","Kiskunfélegyháza","HU","HU-BK"
"LHKI","","Kiskőrös-Akasztó Airfield","Akasztó","HU","HU-BK"
"LHKK","","Kiskunlacháza Airfield","Kiskunlacháza","HU","HU-PE"
"LHKT","","Kadarkút Airfield","Kadarkút","HU","HU-SO"
"LHKV","","Kaposvar Kaposújlak Airfield","Kaposújlak","HU","HU-SO"
"LHLI","","Lipót Szigetköz Airfield","Lipót","HU","HU-GS"
"LHMR","","Maklár Airfield","Maklár","HU","HU-HE"
"LHNK","","Nagykanizsa Airfield","Nagykanizsa","HU","HU-ZA"
"LHNS","","Nagyszénás","Nagyszénás","HU","HU-BE"
"LHNY","","Nyíregyháza Airfield","Nyíregyháza","HU","HU-SZ"
"LHOY","","Őcsény Airfield","Őcsény","HU","HU-TO"
"LHPA","","Pápa Air Base","Pápa","HU","HU-VE"
"LHPP","PEV","Pécs-Pogány International Airport","Pécs","HU","HU-BA"
"LHPR","QGY","Győr-Pér Airport","Győr","HU","HU-GS"
"LHSA","","Szentkirályszabadja Airfield","Szentkirályszabadja","HU","HU-VE"
"LHSB","","Szabadszállás-Balázspuszta Airfield","Szabadszállás","HU","HU-BK"
"LHSI","","Sitke Airfield","Sitke","HU","HU-VA"
"LHSK","","Siófok-Kiliti Airfield","Siófok-Kiliti","HU","HU-SO"
"LHSM","SOB","Hévíz–Balaton Airport","Sármellék","HU","HU-ZA"
"LHSN","","Szolnok Air Base","Szolnok","HU","HU-JN"
"LHSS","","Szolnok-Szandai Airfield","Szolnok","HU","HU-JN"
"LHSU","","Surjány Airfield","Törökszentmiklós","HU","HU-JN"
"LHSY","","Szombathely Airfield","Szombathely","HU","HU-VA"
"LHSZ","","Szentes Aerodrome","Szentes","HU","HU-CS"
"LHTA","","Taszár Air Base","Taszár","HU","HU-SO"
"LHTL","","Tököl Airport","Tököl","HU","HU-PE"
"LHTM","","Tápiószentmárton Airfield","Tápiószentmárton","HU","HU-PE"
"LHUD","","Szeged Airport","Szeged","HU","HU-CS"
"LHUH","","Úrhida","Úrhida","HU","HU-FE"
"LHVE","","Veresegyház Airfield","Veresegyház","HU","HU-PE"
"LHZA","","Zalaegerszeg Andráshida Airfield","Zalaegerszeg","HU","HU-ZA"
"LHZK","","Zalakaros Airfield","Zalakaros","HU","HU-ZA"
"LIAA","","Aviosuperficie ""Alvaro Leonardi""","Terni","IT","IT-55"
"LIAF","","Foligno Airfield","Foligno (PG)","IT","IT-55"
"LIAL","","Sant'Illuminato Airfield","Città di Castello (PG)","IT","IT-55"
"LIAP","","L'Aquila–Preturo Airport","L'Aquila","IT","IT-65"
"LIAQ","","Aquino Airfield","Aquino","IT","IT-62"
"LIAR","","Furbara Air Base","Fubara","IT","IT-62"
"LIAT","","Valdera Airfield","Capannoli (PI)","IT","IT-52"
"LIAU","","Capua Airport","Capua","IT","IT-72"
"LIBA","","Amendola Air Base","San Giovanni Rotondo (FG)","IT","IT-75"
"LIBC","CRV","Crotone Sant'Anna Pythagoras Airport","Isola di Capo Rizzuto (KR)","IT","IT-78"
"LIBD","BRI","Bari Karol Wojtyła International Airport","Bari","IT","IT-75"
"LIBF","FOG","Foggia Gino Lisa Airport","Foggia (FG)","IT","IT-75"
"LIBG","TAR","Taranto-Grottaglie Marcello Arlotta Airport","Grottaglie","IT","IT-75"
"LIBN","LCC","Lecce Galatina Air Base / Galatina Fortunato Cesari Airport","Galatina (LE)","IT","IT-75"
"LIBP","PSR","Abruzzo Airport","Pescara","IT","IT-65"
"LIBR","BDS","Brindisi Airport","Brindisi","IT","IT-75"
"LIBV","","Gioia del Colle Antonio Ramirez Air Base","Gioia del Colle (BA)","IT","IT-75"
"LICA","SUF","Lamezia Terme Sant'Eufemia International Airport","Lamezia Terme (CZ)","IT","IT-78"
"LICB","CIY","Comiso Airport","Comiso","IT","IT-82"
"LICC","CTA","Catania-Fontanarossa Airport","Catania","IT","IT-82"
"LICD","LMP","Lampedusa Airport","Lampedusa","IT","IT-82"
"LICG","PNL","Pantelleria Airport","Pantelleria (TP)","IT","IT-82"
"LICJ","PMO","Falcone–Borsellino Airport","Palermo","IT","IT-82"
"LICP","","Palermo-Boccadifalco Airport","Palermo","IT","IT-82"
"LICR","REG","Reggio Calabria Airport","Reggio Calabria","IT","IT-78"
"LICT","TPS","Vincenzo Florio Airport Trapani-Birgi","Trapani (TP)","IT","IT-82"
"LICZ","","Sigonella Navy Air Base","Sigonella (CT)","IT","IT-82"
"LIDA","","Asiago Romeo Sartori Airfield","Asiago (VI)","IT","IT-34"
"LIDB","BLX","Belluno Arturo dell'Oro Airport","Belluno (BL)","IT","IT-34"
"LIDC","","Cà Negra Private Airstrip","Loreo (RO)","IT","IT-34"
"LIDE","","Reggio Emilia Airport","Reggio Emilia (RE)","IT","IT-45"
"LIDF","","Fano Airfield","Fano (PU)","IT","IT-57"
"LIDG","","Lugo Francesco Baracca Airfield","Lugo","IT","IT-45"
"LIDH","","Thiene Arturo Ferrarin Airfield","Thiene (VI)","IT","IT-34"
"LIDL","","Legnago Airfield","Vangadizza (VR)","IT","IT-34"
"LIDP","","Pavullo Airfield","Pavullo (MO)","IT","IT-45"
"LIDR","RAN","Ravenna Airport","Ravenna (RA)","IT","IT-45"
"LIDT","","Trento-Mattarello Airport","Trento (TN)","IT","IT-32"
"LIDU","","Carpi-Budrione Airfield","Carpi (MO)","IT","IT-45"
"LIDV","","Prati Vecchi d'Aguscello Airfield","Ferrara (FE)","IT","IT-45"
"LIDW","","Luciano Narder Airfield","Campo di Pietra (TV)","IT","IT-34"
"LIEA","AHO","Alghero-Fertilia Airport","Alghero","IT","IT-88"
"LIED","DCI","Decimomannu Air Base","Decimomannu","IT","IT-88"
"LIEE","CAG","Cagliari Elmas Airport","Cagliari","IT","IT-88"
"LIEO","OLB","Olbia Costa Smeralda Airport","Olbia (SS)","IT","IT-88"
"LIER","FNU","Oristano-Fenosu Airport","Oristano","IT","IT-88"
"LIET","","Tortolì Airport","Arbatax","IT","IT-88"
"LIGT","","San Genesio Airfield","San Genesio","IT","IT-32"
"LIKD","","Torraccia Airfield","Torraccia","SM","SM-04"
"LILA","","Alessandria Airfield","Alessandria (AL)","IT","IT-21"
"LILB","","Alzate Brianza Airfield","Verzago (CO)","IT","IT-25"
"LILC","","Calcinate del Pesce Airfield","Varese (VA)","IT","IT-25"
"LILE","","Biella-Cerrione Airfield","Cerrione (BI)","IT","IT-21"
"LILG","","Vergiate Airfield","Vergiate (VA)","IT","IT-25"
"LILH","","Voghera-Rivanazzano Airfield","Voghera (PV)","IT","IT-25"
"LILI","","Vercelli Airport","Vercelli (VC)","IT","IT-21"
"LILM","","Casale Monferrato Airfield","Casale Monferrato (AL)","IT","IT-21"
"LILN","","Varese-Venegono Airport","Venegono Superiore (VA)","IT","IT-25"
"LILO","","Caiolo Sondrio Airfield","Caiolo (SO)","IT","IT-25"
"LILQ","","Massa Cinquale Municipal Airfield","Massa (MS)","IT","IT-52"
"LILR","","Cremona-Migliaro Airfield","Cremona (CR)","IT","IT-25"
"LILV","","Valbrembo Airfield","Valbrembo (BG)","IT","IT-25"
"LIMA","","Torino-Aeritalia Airport","Torino (TO)","IT","IT-21"
"LIMB","","Milano-Bresso Airfield","Bresso (MI)","IT","IT-25"
"LIMC","MXP","Milan Malpensa International Airport","Ferno (VA)","IT","IT-25"
"LIME","BGY","Il Caravaggio International Airport","Orio al Serio (BG)","IT","IT-25"
"LIMF","TRN","Turin Airport","Caselle Torinese (TO)","IT","IT-21"
"LIMG","","Riviera Villanova d'Albenga International Airport","Villanova d'Albenga (SV)","IT","IT-42"
"LIMJ","GOA","Genoa Cristoforo Colombo Airport","Genova (GE)","IT","IT-42"
"LIML","LIN","Milano Linate Airport","Segrate (MI)","IT","IT-25"
"LIMN","","Cameri Air Base","Cameri (NO)","IT","IT-21"
"LIMP","PMF","Parma Airport","Parma (PR)","IT","IT-45"
"LIMR","","Novi Ligure Eugenio Mossi Airfield","Novi Ligure (AL)","IT","IT-21"
"LIMS","","Piacenza San Damiano Air Base","San Damiano (PC)","IT","IT-45"
"LIMW","AOT","Aosta Corrado Gex Airport","Saint-Christophe (AO)","IT","IT-23"
"LIMZ","CUF","Cuneo International Airport","Levaldigi (CN)","IT","IT-21"
"LINF","","Fermano Airfield","Fermo (FM)","IT","IT-57"
"LINL","","Lecce-San Cataldo Lepore Airfield","Lecce (LE)","IT","IT-75"
"LIPA","AVB","Aviano Air Base","Aviano (PN)","IT","IT-36"
"LIPB","BZO","Bolzano Airport","Bolzano (BZ)","IT","IT-32"
"LIPC","","Cervia Air Base","Cervia (RA)","IT","IT-45"
"LIPD","","Udine-Campoformido Airfield","Campoformido (UD)","IT","IT-36"
"LIPE","BLQ","Bologna Guglielmo Marconi Airport","Bologna","IT","IT-45"
"LIPF","","Ferrara-San Luca Airfield","Ferrara (FE)","IT","IT-45"
"LIPG","","Gorizia Duca d'Aosta Airfield","Gorizia (GO)","IT","IT-36"
"LIPH","TSF","Treviso Airport","Treviso (TV)","IT","IT-34"
"LIPI","","Udine-Rivolto Air Base","Codroipo (UD)","IT","IT-36"
"LIPK","FRL","Forlì-Luigi Ridolfi International Airport","Forlì (FC)","IT","IT-45"
"LIPL","","Ghedi Air Base","Ghedi (BS)","IT","IT-25"
"LIPM","","Modena-Marzaglia Airfield","Marzaglia (MO)","IT","IT-45"
"LIPN","","Verona-Boscomantico Airfield","Verona","IT","IT-34"
"LIPO","VBS","Brescia Gabriele d'Annunzio Airport","Montichiari (BS)","IT","IT-25"
"LIPQ","TRS","Trieste Airport","Ronchi dei Legionari/Trieste","IT","IT-36"
"LIPR","RMI","Federico Fellini International Airport","Rimini (RN)","IT","IT-45"
"LIPS","","Istrana Air Base","Istrana (TV)","IT","IT-34"
"LIPU","","Padova Gino Allegri Airfield","Padova (PD)","IT","IT-34"
"LIPV","","Venice-Lido Giovanni Nicelli Airfield","Venezia (VE)","IT","IT-34"
"LIPX","VRN","Verona Villafranca Valerio Catullo Airport","Caselle (VR)","IT","IT-34"
"LIPY","AOI","Marche Airport","Falconara Marittima (AN)","IT","IT-57"
"LIPZ","VCE","Venice Marco Polo Airport","Venezia (VE)","IT","IT-34"
"LIQB","","Arezzo Molin Blanco Airfield","Arezzo (AR)","IT","IT-52"
"LIQG","","Cecina Airfield","Cecina (LI)","IT","IT-52"
"LIQL","","Lucca-Tassignano Airport","Capannori (LU)","IT","IT-52"
"LIQN","","Rieti Airfield","Rieti","IT","IT-62"
"LIQS","","Siena-Ampugnano Airport","Ampugnano (SI)","IT","IT-52"
"LIQW","","Sarzana-Luni Bartolomeo Arrigoni Airport","Sarzana (SP)","IT","IT-42"
"LIRA","CIA","Ciampino–G. B. Pastine International Airport","Rome","IT","IT-62"
"LIRE","","Pratica Di Mare Air Base","Pomezia","IT","IT-62"
"LIRF","FCO","Rome–Fiumicino Leonardo da Vinci International Airport","Rome","IT","IT-62"
"LIRG","","Guidonia Air Base","Guidonia","IT","IT-62"
"LIRH","","Frosinone Air Base","Frosinone","IT","IT-62"
"LIRI","QSR","Salerno Costa d'Amalfi Airport","Salerno","IT","IT-72"
"LIRJ","EBA","Marina di Campo Airport","Campo nell'Elba (LI)","IT","IT-52"
"LIRL","","Latina Air Base","Latina","IT","IT-62"
"LIRM","","Grazzanise Air Base","Caserta","IT","IT-72"
"LIRN","NAP","Naples International Airport","Napoli","IT","IT-72"
"LIRP","PSA","Pisa International Airport","Pisa (PI)","IT","IT-52"
"LIRQ","FLR","Florence Airport, Peretola","Firenze (FI)","IT","IT-52"
"LIRS","GRS","Grosseto Corrado Baccarini Air Base / Grosseto Airport","Grosseto (GR)","IT","IT-52"
"LIRU","","Rome Urbe Airport","Rome","IT","IT-62"
"LIRV","","Viterbo Airport","Viterbo","IT","IT-62"
"LIRZ","PEG","Perugia San Francesco d'Assisi – Umbria International Airport","Perugia (PG)","IT","IT-55"
"LIVD","","Dobbiaco-Toblach Airstrip","Toblach (Dobbiaco) (BZ)","IT","IT-32"
"LIVV","","Moncucco Airfield","Cascina Moncucco (TO)","IT","IT-21"
"LJAJ","","Ajdovščina Airfield","Ajdovščina","SI","SI-001"
"LJBL","","Lesce Airfield","Lesce","SI","SI-102"
"LJBO","","Bovec Airfield","Bovec","SI","SI-006"
"LJCE","","Cerklje ob Krki Air Base","Cerklje ob Krki","SI","SI-009"
"LJCL","","Celje Airfield","Celje","SI","SI-011"
"LJDI","","Divača Airfield","Divača","SI","SI-019"
"LJLJ","LJU","Ljubljana Jože Pučnik Airport","Zgornji Brnik","SI","SI-012"
"LJMB","MBX","Maribor Edvard Rusjan Airport","Maribor","SI","SI-160"
"LJMS","","Murska Sobota Airfield","Murska Sobota","SI","SI-080"
"LJNM","","Novo Mesto Airfield","Novo Mesto","SI","SI-085"
"LJPO","","Postojna Airfield","Postojna","SI","SI-094"
"LJPT","","Ptuj Airfield","Moškanjci","SI","SI-028"
"LJPZ","POW","Portorož Airport","Sečovlje","SI","SI-090"
"LJSG","","Slovenj Gradec Airfield","Šmartno pri Slovenj Gradcu","SI","SI-112"
"LJSK","","Slovenske Konjice Airfield","Loče","SI","SI-114"
"LJVE","","Šoštanj Airfield","Topolšica","SI","SI-126"
"LKBA","","Břeclav Airfield","Břeclav","CZ","CZ-JM"
"LKBE","","Benešov Airfield","Benešov","CZ","CZ-ST"
"LKBO","","Bohuňovice Airfield","Bohuňovice","CZ","CZ-OL"
"LKBR","","Broumov Airfield","Broumov","CZ","CZ-KR"
"LKBU","","Bubovice Airfield","Bubovice","CZ","CZ-ST"
"LKC","LKC","Lekana Airport","Lekana","CG","CG-14"
"LKCB","","Cheb Airfield","Cheb","CZ","CZ-KA"
"LKCE","","Česká Lípa Airfield","Česká Lípa","CZ","CZ-LI"
"LKCH","","Chomutov Airfield","Otvice","CZ","CZ-US"
"LKCM","","Medlánky Airfield","Medlánky","CZ","CZ-JM"
"LKCR","","Chrudim Airfield","Chrudim","CZ","CZ-PA"
"LKCS","JCL","České Budějovice South Bohemian Airport","České Budějovice","CZ","CZ-JC"
"LKCT","","Chotěboř Airfield","Chotěboř","CZ","CZ-VY"
"LKCV","","Čáslav Air Base","Chotusice","CZ","CZ-ST"
"LKDK","","Dvůr Králové nad Labem Airfield","Dvůr Králové nad Labem","CZ","CZ-KR"
"LKER","","Erpužice Airfield","Erpužice","CZ","CZ-PL"
"LKFR","","Frýdlant Airfield","Frýdlant","CZ","CZ-MO"
"LKHB","","Havlíčkův Brod Airfield","Havlíčkův Brod","CZ","CZ-VY"
"LKHC","","Hořice Airfield","Holovousy","CZ","CZ-KR"
"LKHD","","Hodkovice nad Mohelkou Airfield","Hodkovice nad Mohelkou","CZ","CZ-LI"
"LKHK","","Hradec Králové Airport","Hradec Králové","CZ","CZ-KR"
"LKHN","","Hranice Airfield","Hranice","CZ","CZ-OL"
"LKHS","","Hosín Airfield","Hluboká nad Vltavou","CZ","CZ-JC"
"LKHV","","Hořovice Airfield","Hořovice","CZ","CZ-ST"
"LKJA","","Jaroměř Airfield","Jaroměř","CZ","CZ-KR"
"LKJC","","Jičín Airfield","Jičín","CZ","CZ-KR"
"LKJH","","Jindřichův Hradec Airfield","Jindřichův Hradec","CZ","CZ-JC"
"LKJI","","Jihlava Airfield","Jihlava","CZ","CZ-VY"
"LKKA","","Křižanov Airfield","Křižanov","CZ","CZ-VY"
"LKKB","","Prague–Kbely Air Base","Prague","CZ","CZ-PR"
"LKKC","","Kříženec Planá Airfield","Planá","CZ","CZ-PL"
"LKKL","","Kladno Airfield","Kladno","CZ","CZ-ST"
"LKKM","","Kroměříž Airfield","Kroměříž","CZ","CZ-ZL"
"LKKO","","Kolín Airfield","Kolín","CZ","CZ-ST"
"LKKR","","Krnov Airfield","Krnov","CZ","CZ-MO"
"LKKT","","Klatovy Josef Hubáč Airfield","Klatovy","CZ","CZ-PL"
"LKKU","UHE","Kunovice Airport","Uherské Hradiště","CZ","CZ-ZL"
"LKKV","KLV","Karlovy Vary Airport","Karlovy Vary","CZ","CZ-KA"
"LKKY","","Kyjov Airfield","Svatobořice","CZ","CZ-JM"
"LKLB","","Liberec Airfield","Liberec","CZ","CZ-LI"
"LKLN","","Plzeň-Líně Airport","Plzen","CZ","CZ-PL"
"LKLT","","Letňany Airfield","Letňany","CZ","CZ-PR"
"LKMB","","Mladá Boleslav Airfield","Mladá Boleslav","CZ","CZ-ST"
"LKMH","HRA","Mnichovo Hradiště Airport","Mnichovo Hradiště","CZ","CZ-ST"
"LKMI","","Mikulovice Airfield","Mikulovice","CZ","CZ-OL"
"LKMK","","Moravská Třebová Airfield","Moravská Třebová","CZ","CZ-PA"
"LKMO","","Most Airfield","Most","CZ","CZ-US"
"LKMT","OSR","Leoš Janáček Airport Ostrava","Mošnov","CZ","CZ-MO"
"LKNA","","Náměšť Air Base","Sedlec","CZ","CZ-VY"
"LKNM","","Nové Město nad Metují Airfield","Nové Město nad Metují","CZ","CZ-KR"
"LKNY","","Nymburk Airfield","Nymburk","CZ","CZ-ST"
"LKOL","OLO","Olomouc Airport","Olomouc","CZ","CZ-OL"
"LKOT","","Zlín Otrokovice Airfield","Otrokovice","CZ","CZ-ZL"
"LKPA","","Polička Airfield","Polička","CZ","CZ-PA"
"LKPC","","Panensky Tynec Airfield","Panensky Tynec","CZ","CZ-US"
"LKPD","PED","Pardubice Airport","Pardubice","CZ","CZ-PA"
"LKPI","","Přibyslav Airfield","Přibyslav","CZ","CZ-VY"
"LKPJ","","Prostějov Airfield","Prostějov","CZ","CZ-OL"
"LKPL","","Letkov Airfield","Letkov","CZ","CZ-PL"
"LKPM","","Příbram Airfield","Drásov","CZ","CZ-ST"
"LKPN","","Podhořany Airfield","Podhořany u Ronova","CZ","CZ-PA"
"LKPO","PRV","Přerov Air Base","Přerov","CZ","CZ-OL"
"LKPR","PRG","Václav Havel Airport Prague","Prague","CZ","CZ-PR"
"LKPS","","Plasy Rybnice Airfield","Plasy","CZ","CZ-PL"
"LKRA","","Rana Loumy Airfield","Raná","CZ","CZ-US"
"LKRK","","Rakovnik Airfield","Rakovnik","CZ","CZ-ST"
"LKRO","","Roudnice nad Labem Airfield","Roudnice nad Labem","CZ","CZ-US"
"LKRY","","Rokycany Airfield","Rokycany","CZ","CZ-PL"
"LKSA","","Staňkov Airfield","Staňkov","CZ","CZ-PL"
"LKSB","","Stichovice Pluml Airfield","Mostkovice","CZ","CZ-OL"
"LKSK","","Skuteč Airfield","Skuteč","CZ","CZ-PA"
"LKSN","","Slaný Airfield","Slaný","CZ","CZ-ST"
"LKSO","","Soběslav Airfield","Soběslav","CZ","CZ-JC"
"LKSR","","Prachatice Airfield","Prachatice","CZ","CZ-JC"
"LKST","","Strakonice Airfield","Strakonice","CZ","CZ-JC"
"LKSU","","Šumperk Airfield","Nový Malín","CZ","CZ-OL"
"LKSZ","","Sazená Airfield","Sazená","CZ","CZ-ST"
"LKTA","","Tábor Airfield","Tábor","CZ","CZ-JC"
"LKTB","BRQ","Brno-Tuřany Airport","Brno","CZ","CZ-JM"
"LKTC","","Točná Airfield","Prague","CZ","CZ-PR"
"LKTD","","Tachov Airfield","Tachov","CZ","CZ-PL"
"LKTO","","Toužim Airfield","Toužim","CZ","CZ-KA"
"LKUL","","Usti Nad Labem Airfield","Usti Nad Labem","CZ","CZ-US"
"LKUO","","Ústí Nad Orlicí Airfield","Ústí nad Orlicí","CZ","CZ-PA"
"LKVL","","Vlašim Airfield","Vlašim","CZ","CZ-ST"
"LKVM","","Vysoké Mýto Airfield","Vysoké Mýto","CZ","CZ-PA"
"LKVO","VOD","Vodochody Airport","Vodochody","CZ","CZ-ST"
"LKVP","","Velké Poříčí Airfield","Velke Porici","CZ","CZ-KR"
"LKVR","","Vrchlabí Airfield","Lánov","CZ","CZ-KR"
"LKVY","","Letiště Vyškov","Vyskov","CZ","CZ-JM"
"LKZA","ZBE","Zábřeh Dolní Benešov Airfield","Dolní Benešov","CZ","CZ-MO"
"LKZB","","Zbraslavice Airfield","Zbraslavice","CZ","CZ-ST"
"LKZD","","Žatec-Macerka Airfield","Žatec","CZ","CZ-US"
"LKZM","","Žamberk Airfield","Žamberk","CZ","CZ-PA"
"LKZN","","Znojmo Airfield","Znojmo","CZ","CZ-JM"
"LL07","","Herb Tautz Airport","Mount Carroll","US","US-IL"
"LL10","","Naper Aero Club Airport","Naperville","US","US-IL"
"LL13","","Stoney Real Estate Airport","Enfield","US","US-IL"
"LL1A","","Hatzerim Northwest Airport","Beersheba","IL","IL-D"
"LL1B","","Arad Airport","Arad","IL","IL-D"
"LL22","","Brookeridge Air Park","Downers Grove","US","US-IL"
"LL24","","Sunset Acres Airport","Saint George","US","US-IL"
"LL26","","Schaller Airport","New Athens","US","US-IL"
"LL27","","Smith Airport","Macomb","US","US-IL"
"LL28","","Sd Aero Airport","Capron","US","US-IL"
"LL32","","C D Maulding Airport","Paxton","US","US-IL"
"LL34","","Thorp Airport","Wapella","US","US-IL"
"LL38","","Stutzke Airport","Sterling","US","US-IL"
"LL39","","Curanda Airport","Morris","US","US-IL"
"LL45","","Lindell Loveless Airport","Gillespie","US","US-IL"
"LL46","","Read Airport","Piper City","US","US-IL"
"LL49","","Raymond Restricted Landing Area","Jerseyville","US","US-IL"
"LL51","","Riley's Field","Plainfield","US","US-IL"
"LL52","","Wilts Airport","Streator","US","US-IL"
"LL53","","Olson Airport","Elgin","US","US-IL"
"LL54","","Dunn Airport","Paw Paw","US","US-IL"
"LL55","","Gentry Airport","Polo","US","US-IL"
"LL59","","Palmahim Air Base","Palmahim","IL","IL-M"
"LL60","","Kzeiot Airport","Nitzana","IL","IL-D"
"LL61","","Doering's Port Airport","Prophetstown","US","US-IL"
"LL64","","Ralph E. Daniels Airport","Putnam","US","US-IL"
"LL65","","Edgar Read Airport","Putnam","US","US-IL"
"LL74","","Maple Hurst Farms Airport","Rochelle","US","US-IL"
"LL75","","Chester Wyss Airport","Rock City","US","US-IL"
"LL77","","Herrens Bess Hollow Airfield","Kampsville","US","US-IL"
"LL78","","LZ Fairwinds Airport","Rockford","US","US-IL"
"LL79","","Severson Airport","Rockford","US","US-IL"
"LL80","","Darrington Airport","Rockford","US","US-IL"
"LL81","","Latham Park Aero Estates Airport","Rockford","US","US-IL"
"LL87","","Compass Rose Airport","Rockton","US","US-IL"
"LL88","","Harry D Fenton Airport","Rockton","US","US-IL"
"LL89","","Blackhawk Farms Inc Airport","Rockton","US","US-IL"
"LL90","","McCurdy Strip","Caledonia","US","US-IL"
"LL91","","Hillman Airport","Rock City","US","US-IL"
"LL94","","Mc Curdy Airport","Roscoe","US","US-IL"
"LL97","","Rockenbach Airport","Round Lake","US","US-IL"
"LL98","","John W Meils Restricted Landing Area","Toluca","US","US-IL"
"LLBG","TLV","Ben Gurion International Airport","Tel Aviv","IL","IL-M"
"LLBO","","Habonim Airfield","Habonim","IL","IL-HA"
"LLBS","BEV","Beersheba (Teyman) Airport","Beersheba","IL","IL-D"
"LLEK","","Tel Nof Air Base","Rehovot","IL","IL-M"
"LLER","ETM","Ramon International Airport","Eilat","IL","IL-D"
"LLES","","Ein Shemer Airfield","Ein Shemer","IL","IL-Z"
"LLEY","EIY","Ein Yahav Airfield","Sapir","IL","IL-D"
"LLFK","","Fiq Airfield","Katzrin","IL","IL-Z"
"LLH","LLH","La Lima - Reginaldo Hammer Airport","La Lima","HN","HN-CR"
"LLHA","HFA","Uri Michaeli Haifa International Airport","Haifa","IL","IL-HA"
"LLHB","","Hatzerim Air Base","Beersheba","IL","IL-D"
"LLHS","","Hatzor Air Base","Hatzor","IL","IL-M"
"LLHZ","","Herzliya Airport","Herzliya","IL","IL-TA"
"LLIB","RPN","Rosh Pina Airport","Rosh Pina","IL","IL-Z"
"LLKS","KSW","Kiryat Shmona Airport","Kiryat Shmona","IL","IL-Z"
"LLL","LLL","Lissadell Airport","Lissadell Station","AU","AU-WA"
"LLMG","","Megiddo Airport","Afula","IL","IL-Z"
"LLMR","MIP","Mitzpe Ramon Airfield","Mitzpe Ramon","IL","IL-D"
"LLMZ","MTZ","Bar Yehuda Airfield","Masada","IL","IL-D"
"LLNV","VTM","Nevatim Air Base","Beersheba","IL","IL-D"
"LLOV","VDA","Ovda Airport","Eilat","IL","IL-D"
"LLRD","","Ramat David Air Base","Haifa","IL","IL-Z"
"LLRM","","Ramon Air Base","Beersheba","IL","IL-D"
"LLTN","","Tnuvot Ultralight Airfield","Tnuvot","IL","IL-M"
"LMML","MLA","Malta International Airport","Valletta","MT","MT-25"
"LMV","LMV","Madivaru Airport","Naifaru","MV","MV-03"
"LMZ","LMZ","Palma Airport","Palma","MZ","MZ-P"
"LOAA","","Ottenschlag Airfield","Ottenschlag","AT","AT-3"
"LOAB","","Dobersberg Airfield","Dobersberg","AT","AT-3"
"LOAD","","Völtendorf Airfield","Ober-Grafendorf","AT","AT-3"
"LOAG","","Krems/Langenlois Airfield","Krems an der Donau","AT","AT-3"
"LOAN","","Wiener Neustadt East Airport","Wiener Neustadt","AT","AT-3"
